id,title,code,in_id,institution,in_country,in_state,in_city,in_latitute,in_longitude,in_description,description,learning_outcomes,topic_outline,year
3925600126108,Group Piano II,MUSC-112,20123,Liberty University,United States,Virginia,Lynchburg,37.352420806884766,-79.18018341064453,"Liberty University (LU) is a private Baptist university in Lynchburg, Virginia. It is affiliated with the Southern Baptist Conservatives of Virginia (Southern Baptist Convention). Founded in 1971 by Jerry Falwell Sr. and Elmer L. Towns, Liberty is among the world's largest Christian universities and the largest private non-profit universities in the United States by total student enrollment. Most of its enrollment is in online courses; in 2020, for example, the university enrolled about 15,000 in its residential program and 80,000 online.Liberty University consists of 17 colleges, including a school of osteopathic medicine, a school of law, and a seminary.  Liberty's athletic teams compete in Division I of the NCAA and are collectively known as the Liberty Flames. Their college football team is an NCAA Division I FBS Independent, while most of their other sports teams compete in the ASUN Conference. Their athletics program will join Conference USA as a full member in 2023.Liberty, whose website and officials speak of ""training Champions for Christ"", requires undergraduate students to take three Evangelical Bible-studies classes. The university's honor code, called the ""Liberty Way"", prohibits premarital sex, cohabitation, and alcohol use.Described as a ""bastion of the Christian right"", the university played a prominent role in Republican politics under Falwell and his son and successor Jerry Falwell Jr.; in 2021, Liberty President Jerry Prevo said getting conservative candidates elected to office was ""one of our main goals"".","A group course for students having limited but developing keyboard experience. Instruction includes technical exercises, chords and chord progressions, and development of music reading and performance skills.  Fulfills the secondary instrumental requirement in keyboard.  PPE preparation for one approved repertoire selection and My Country, ’Tis of Thee.","['to further develop understanding of the elements of music: melody, rhythm, harmony and form.', 'To develop better music reading and performance skills simultaneously through exercises (scales and arpeggios) and performance repertoire.', 'To further acquire keyboard skills in order to achieve the required piano proficiency for music majors.', 'To demonstrate accurate performance of different styles of music.']",,2022
14053132993456,NCBO for Int Read Writ,INRW-0112,20001,San Jacinto College,United States,Texas,Pasadena,29.64961051940918,-95.17221069335938,"San Jacinto College (Spanish: Colegio San Jacinto) is a public community college in the Greater Houston with its campuses in Pasadena and Houston, Texas. Established in 1961, San Jacinto College originally consisted of the independent school districts (ISD) of Channelview, Deer Park, Galena Park, La Porte, and Pasadena.
The college now also serves Sheldon ISD and portions of Clear Creek ISD in Harris County. San Jacinto College headquarters are located in Pasadena, Texas.",This course comprises the integration of critical reading and academic writing skills. Successful completion of this intervention if taught at the upper (exit) level fulfills TSI requirements for reading and/or writing.,"['Locate explicit textual information, draw complex inferences, and describe, analyze, and evaluate the information within and across multiple texts of varying length.', 'Comprehend and use vocabulary effectively in oral communication, reading, and writing.', 'Identify and analyze the audience, purpose, and message across a variety of texts.', 'Describe and apply insights gained from reading and writing a variety of texts.', 'Compose a variety of texts that demonstrate reading comprehension, clear focus, logical development of ideas, and use of appropriate language that advance the writerâ\x80\x99s purpose.', 'Determine and use effective approaches and rhetorical strategies for given reading and writing situations.', 'Generate ideas and gather information relevant to the topic and purpose, incorporating the ideas and words of other writers in student writing using established strategies.', 'Evaluate relevance and quality of ideas and information in recognizing, formulating, and developing a claim.', 'Develop and use effective reading and revision strategies to strengthen the writerâ\x80\x99s ability to compose college-level writing assignments.', 'Recognize and apply the conventions of standard English in reading and writing.']",,2022
5411658800045,Intro to Speech,SPCH-1311,20447,Collin College,United States,Texas,Plano,33.21928405761719,-96.64200592041016,"Collin College is a public community college district in Texas. Founded in 1985, the district has grown as the county has grown from around 5,000 students in 1986 to more than 58,000 credit and noncredit students.Formerly known as the Collin County Community College District, CCCCD, or CCCC, the college rebranded itself ""Collin College"" in March 2007. The district headquarters is in the Collin Higher Education Center in McKinney.
As defined by the Texas Legislature, the official service area of Collin College includes all of Collin County and Rockwall County and the portions of Denton County within the cities of Frisco and The Colony and the portions included within the Celina and Prosper school districts.","Introduces basic human communication principles and theories embedded in a variety of contexts including interpersonal, small group, and public speaking.","['Apply the principles of human communication including: perception, verbal communication, nonverbal communication, listening, and audience analysis.', 'Demonstrate how to establish and maintain relationships through the use of interpersonal communication.', 'Apply small group communication skills including: problem solving, group roles, leadership styles, and cohesiveness.', 'Develop, research, organize, and deliver formal public speeches.', 'Recognize how to communicate within diverse environments.', 'Demonstrate understanding of the relevance of cross-cultural, co-cultural, gender, and age influences on human communication.', 'Effectively apply communication theories in the analysis and evaluation of communication interactions.', 'Effectively participates in dyadic and/or group interactions.']",,2022
11982958774840,Introduction to Artificial Intelligence,NAIL120,14503,Charles University,Czechia,,Prague,50.08803939819336,14.420760154724121,"Charles University (Czech: Univerzita Karlova, UK; Latin: Universitas Carolina; German: Karls-Universität), also known as Charles University in Prague or historically as the University of Prague (Latin: Universitas Pragensis), is the oldest and largest university in the Czech Republic. It is one of the oldest universities in Europe in continuous operation. Today, the university consists of 17 faculties located in Prague, Hradec Králové, and Plzeň. Charles University belongs among the top three universities in Central and Eastern Europe. It is ranked around 300 in the world.",An introductory course covering basic concepts and methods of artificial intelligence. The course assumes knowledge of logic and probability theory at the undergraduate level.,,"1. Basic terminology, history, background 2. Problem solving via search (A* and others) 3. Constraint satisfaction 4. Logical reasoning (forward and backward chaining, resolution, SAT) 5. Probabilistic reasoning (Bayesian networks) 6. Knowledge representation (situation calculus, Markovian models) 7. Automated planning 8. Markov decision processes 9. Games and theory of games 10. Machine learning (decision trees, regression, reinforcement learning) 11. Philosophical and ethical aspects",2022
8847632648125,Introduction to Psychology,PSYC 100,18237,University of Maryland Global Campus,United States,Maryland,Adelphi,38.91264724731445,-76.84760284423828,"The University of Maryland Global Campus (UMGC, formerly University of Maryland University College) is a public university in Adelphi, Maryland. It is the largest of the University System of Maryland campuses. Established in 1947, UMGC focuses on online education in its classes and programs on campus in its Academic Center in Largo and at satellite campuses across the Washington–Baltimore metropolitan area, throughout Maryland, and across the world.
UMGC serves over 90,000 students worldwide and is one of the largest distance-learning institutions in the world. UMGC is open to all applicants for undergraduate programs, and is among the top 10 recipients of the federal G.I. Bill benefits. The university offers 120 academic programs in instructor-led and online classes, including bachelor's, master's, and doctoral degrees, as well as undergraduate and graduate certificates. UMGC is accredited by the Middle States Commission on Higher Education.","A survey of the basic principles, research concepts, and problems in psychological science. The biological, cognitive, and social perspectives of human thought and behavior are addressed. The goal is to apply major concepts and use the scientific method to enhance the understanding of individual, community, and organizational life experiences. Topics include neuroscience, sensation and perception, learning and conditioning, memory, motivation, language and intelligence, personality and social behavior, and psychopathology and therapy. Applications of psychology are also presented.","['apply major concepts, theoretical perspectives, empirical findings, and historical trends in psychology', 'to support critical thinking in distinguishing valid evidence from common misconceptions', 'apply psychological principles to enhance the understanding of individual, community, and organizational life experiences']",,2022
137438979250,Accounting and Finance for Actuarial Science,MANG6225,60,University of Southampton,United Kingdom,,Southampton,50.93463134765625,-1.3959499597549438,"The University of Southampton (abbreviated as Soton in post-nominal letters) is a public research university in Southampton, England. Southampton is a founding member of the Russell Group of research-intensive universities in the United Kingdom, and ranked in the top 100 universities in the world.The university has seven campuses. The main campus is located in the Highfield area of Southampton and is supplemented by four other campuses within the city: Avenue Campus housing the School of Humanities, the National Oceanography Centre housing courses in Ocean and Earth Sciences, Southampton General Hospital offering courses in Medicine and Health Sciences, and Boldrewood Campus housing an engineering and maritime technology campus and Lloyd's Register. In addition, the university operates a School of Art based in nearby Winchester and an international branch in Malaysia offering courses in Engineering. Each campus is equipped with its own library facilities. The annual income of the institution for 2021–22 was £666.8 million of which £114 million was from research grants and contracts, with an expenditure of £733.7 million.The University of Southampton currently has 14,705 undergraduate and 7,960 postgraduate students, making it the largest university by higher education students in the South East region. The University of Southampton Students' Union, provides support, representation and social activities for the students ranging from involvement in the Union's four media outlets, to any of the 200 affiliated societies and 80 sports. The university owns and operates a sports ground for use by students and also operates a sports centre on the main campus.","This module is designed to provide an introduction to financial accounting, corporate finance and financial management of organisations. The module is intended for students from any academic discipline who have an interest in accounting and finance as an adjunct to their principle area of study.","['the importance of capital structure and dividend policy decisions;', 'cost analysis in the context of short and long term decision making and the use of discounted cash flow analysis;', 'financial strategy including capital structure, dividend policy and corporate governance of firms.', 'appraise the role financial strategy within the business model of a firm;', 'understand the role of accounting information in the collection, collation, decision making and analysis of business performance;', 'show awareness of the different sources of business finance and the range of financial instruments, and how they are incorporated in a business’s capital structure.', 'evaluate the competing theories on the roles of dividend policy and the debt-equity mix in the determination of firm value;', 'evaluate the processes by which the value of both real and financial assets can be estimated;', 'apply real options capital investment appraisal to simple examples;', 'benefit from improved skills in learning, problem solving, numeracy, written communication and self- management.']",Introduction to accounting and finance Measuring and reporting financial position Measuring and reporting financial performance Measuring and reporting cash flows Interpreting financial statements. Ratio analysis and non- financial indicators Analysing Accounts for limited companies Accounting for decision making Introduction to Investment Appraisal: NPV and Relevant Cost. The Strategic context Cost of capital and Capital structure Liquidity/working capital management Financing and dividend policy,2022
15547781624154,PUBLIC RELATIONS PLANNING AND CAMPAIGNS,COM 4533,20039,The University of Texas at San Antonio,United States,Texas,San Antonio,29.42411994934082,-98.4936294555664,"The University of Texas at San Antonio (UTSA) is a public research university in San Antonio, Texas. With over 34,000 students across its four campuses spanning 758 acres, UTSA is the largest university in San Antonio and the eighth-largest by enrollment in the state of Texas. It is classified among ""R1: Doctoral Universities – Very High Research Activity"" and offers 159 degree options from its nine colleges.Established in 1969, UTSA has become the third largest institution within the University of Texas System by enrollment. The university has a local economic impact of $1.2 billion and the UTSA Institute for Economic Development generates $2.9 billion in direct economic impact nationwide. The university's restricted research expenditures have grown to $64.3 million while total research expenditures grew to $134 million in FY20.Student-athletes compete as the UTSA Roadrunners and are a member of Conference USA. The football team, which was founded in 2011, has competed in Conference USA since 2013, previously playing a stint in the WAC and as an FCS independent.","Public Relations Planning and Campaigns is an advanced course that represents a capstone to required study in public relations for undergraduates. In this course, you will focus on a structured approach to organizational problem solving. You will conduct research, set goals and objectives, articulate strategies and tactics, identify target publics and supervise activities so that they contribute to organizational success in a measurable way. This course is intended to provide you with a comprehensive experience in developing a solution to a public relations problem. It is seen as the department’s “time to leave the nest” course for public relations students. You will apply skills and knowledge gained in previous courses and you will enhance your ability to make and defend public relations decisions and communicate these decisions in a professional manner.","['Acquire skills in working with others as a member of a team.', 'Develop specific skills, competencies and points of views needed by public relations practitioners.', 'Learn how to find and use resources for answering questions or solving problems.', 'Appreciate the role of research in the development of a public relations plan.', 'Design a public relations plan for implementation.', 'Evaluate the productivity and profitability of public relations plan.']",,2022
16836271818949,Health Assessment,RNSG-1215,19942,Galveston College,United States,Texas,Galveston,29.284212112426758,-94.80854034423828,"Galveston College (GC) is a public community college in Galveston, Texas.",Development of skills and techniques required for a comprehensive health assessment within a legal/ethical framework.,,,2022
14328010907457,Information Technolog Security,ITSY 1342,19987,Odessa College,United States,Texas,Odessa,31.867176055908203,-102.38346099853516,"Odessa College is a public junior college in Odessa, Texas. The college serves the people of Ector County and the Permian Basin.  It was established in 1946 and enrolled 8,024 students in Fall 2021 and 7,679 students in Spring 2022 in its university-parallel and occupational/technical courses, and 11,000 students annually in its Basic Education, Continuing Education, and Community Recreation courses.","This best-selling guide provides a complete, practical, and thoroughly up-to-date introduction to network and computer security. COMPTIA SECURITY+ GUIDE TO NETWORK SECURITY FUNDAMENTALS, Sixth Edition, maps to the new CompTIA Security+ SY0-501 Certi cation Exam, providing comprehensive coverage of all domain objectives to help readers prepare for professional certi cation and career success.","['identify major information security threats and their modes of attack', 'describe cryptographic models and how they are used to provide security', 'illustrate methods of identification and authentication such as passwords, pins, biometrics, and tokens', 'Critical Thinking Skills - to include creative thinking, innovation, inquiry, and analysis, evaluation and synthesis of information', 'Communication Skills - to include effective development, interpretation and expression of ideas through written, oral and visual communication', 'Empirical and Quantitative Skills - to include the manipulation and analysis of numerical data or observable facts resulting in informed conclusions', 'Teamwork - to include the ability to consider different points of view and to work effectively with others to support a shared purpose or goal', 'Personal Responsibility - to include the ability to connect choices, actions and consequences to ethical decision-making', 'Social Responsibility - to include intercultural competence, knowledge of civic responsibility, and the ability to engage effectively in regional, national, and global communities', 'Communication Skills - to include effective development, interpretation and expression of ideas through written, oral and visual communication', 'Teamwork - to include the ability to consider different points of view and to work effectively with others to support a shared purpose or goal']",,2022
10462540337617,Internship Internship,BSCI 793,18748,University of New Hampshire,United States,New Hampshire,Durham,43.133968353271484,-70.92645263671875,"The University of New Hampshire (UNH) is a public land-grant research university with its main campus in Durham, New Hampshire.  It was founded and incorporated in 1866 as a land grant college in Hanover in connection with Dartmouth College, moved to Durham in 1893, and adopted its current name in 1923.
The university's Durham campus comprises six colleges. A seventh college, the University of New Hampshire at Manchester, occupies the university's campus in Manchester. The University of New Hampshire School of Law is in Concord, the state's capital. The university is part of the University System of New Hampshire and is classified among ""R1: Doctoral Universities – Very high research activity"".As of 2018, its combined campuses made UNH the largest state university system in the state of New Hampshire, with over 15,000 students. It was also the most expensive state-sponsored school in the United States for in-state students.","Field-based learning opportunities in the biological sciences through placement in the appropriate outside agency, under the direction of a faculty mentor and representative of outside agency. Content area to be determined in consultation with faculty mentor.",,,2022
1056561972620,Art History I,ARTS-1303,19950,Houston Community College System,United States,Texas,Houston,29.781648635864258,-95.2566909790039,"Houston Community College (HCC), also known as Houston Community College System (HCCS) is a public community college system that operates community colleges in Houston, Missouri City, Greater Katy, and Stafford in Texas. It is notable for actively recruiting internationally and for the large number of international students enrolled, over 5,700 in 2015. Its open enrollment policies, which do not require proficiency in English, are backed by a full-time 18-month English proficiency program and remedial courses.As defined by the Texas Legislature, the official service area of HCCS includes the following school districts:
the Houston Independent School District,
the Stafford Municipal School District,
the Spring Branch Independent School District (included in service area by state law, but is not part of the tax base),
the Alief Independent School District,
the Katy Independent School District,
the North Forest Independent School District (now consolidated into Houston ISD),
the portions of the Fort Bend Independent School District located within the cities of Houston, Missouri City, and Pearland.",This course is exciting because you will learn how to view and understand the visual world around you. You will be exposed to works of art that illicit a particular reaction.,"['students will learn to interpret the language of visual communication through the study of selected artworks.', 'Students will demonstrate effective writing skills as they fulfill instructor specific writing assignments.', 'students will develop verbal communication skills as they participate in discussions and presentations throughout the semester.', 'Identify and describe works of art based on their chronology and style, using standard categories and terminology.', 'Investigate major artistic developments and significant works of art from prehistoric times to the 14th century.', 'Analyze the relationship of art to history by placing works of art within cultural, historical, and chronological contexts.', 'Critically interpret and evaluate works of art.', 'Successfully collaborate on a curatorial or artistic project.', 'Complete and comprehend the objectives of all graded assignments', 'Arrive at class promptly and with the required materials for that day’s session', 'Be prepared for and participate in small group or class discussions', 'Complete assignments through inquiry, analysis, evaluation and synthesis of information', 'Express knowledge of the historical role and cultural impact of artists in society', 'work on a team/collaborative project', 'Exhibit knowledge of intercultural competence through engaging effectively with issues of social responsibility', 'Communicate in clear, coherent, and persuasive language', 'Communicate effectively by completing a minimum of 2,000 words in writing assignments and/or projects', 'Differentiate between the various materials, techniques, and processes traditionally used by artists', 'Compare and contrast works of art using the terminology and iconography of art', 'Identify stylistic characteristics of each of the various cultures and styles included in the course syllabus', 'Explain the function and significance of art within its historical and cultural contexts']",,2022
