Research ID,Description,Learning Outcomes,Raw Skill,Level,Knowledge Required,Task Abilities,Skill Tag,Correlation Coefficient
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.2257,0.8552191356889851
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.2403,0.9078058310500121
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.2407,0.9363822554177789
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.2526,0.939851335533808
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.2739,0.8605682718090311
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.2985,0.9686874811286775
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.3029,0.942134528682938
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.3437,0.9075770404314746
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.3606,0.8834745032353503
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.3861,0.8631287374323632
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.3929,0.8670287619928178
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.3961,0.9401150919317753
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.4032,0.893595083835872
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.4231,0.8598822549751388
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.4421,0.8821842647414346
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.4498,0.8684698614150287
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.4580,0.9423149378031623
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.4659,0.8853242470758703
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.4782,0.9238161807210776
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.5033,0.9192758731921644
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.5160,0.8980103612942983
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.5420,0.9244436731512744
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.5610,0.9502416478401317
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.5889,0.9121328418806957
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.6237,0.9049382832811115
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.6602,0.9453648515679841
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.7068,0.8800604634384918
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.7095,0.8551314365407855
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.7132,0.8692034793224885
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.7496,0.8777562705263188
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.7583,0.923409702304081
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.8257,0.8922163596488635
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.8348,0.9403084292137884
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.8441,0.9083232630355548
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.8682,0.905187414487461
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.8719,0.905700269998118
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.8775,0.9007029443531198
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.8977,0.8796999506054779
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.8985,0.947695192588169
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.9050,0.9137760431195129
17016660449729.0,"This class is designed to train the student in the use of Computer Aided Design (CAD) Software. Although this is a beginning CAD class, the software used is ADVANCED. Students that are comfortable using computers and have a basic knowledge of complex computer programs like Adobe Creative Suite, or an advanced knowledge of basic programs such as Word or Excel, tend to do better in the class than those without this experience. A basic knowledge of how jewelry is constructed and manufactured is also extremely important.","['Learn to use the tools and strategies associated with the Computer Aided Design software package.', 'Learn to create and design jewelry under specific criteria and within a reasonable amount of time.', 'Satisfy the degree requirements for an Associates of Applied Science degree in Jewelry.']",data interpretation,2.0,"['statistical findings', 'business context', 'communication skills']","['explain results', 'make recommendations', 'present data.']",ESCO.9180,0.9004771096696207
